name,author,isbn,category
Embracing Our Selves,Hal Stone,9781882591060,Reference
Oxford Guide to Effective Writing and Speaking,John Seely,9780199652709,Reference
The Harry Potter Quiz Book,Jack Goldstein,9781783337309,Reference
Vargic's Miscellany of Curious Maps,Martin Vargic,9780718181147,Reference
Botany in a Day,Thomas J Elpel,9781892784353,Reference
Introduction to Social Research,Keith F. Punch,9781446240939,Reference
The Artist's Complete Guide To Facial Expression,Gary Faigin,9780823004324,Reference
Wine Folly: Magnum Edition,Madeline Puckette,9780241364994,Reference
The Mediator's Handbook,Jennifer E. Beer,9780865717220,Reference
Spitfire Manual 1940,Dilip Sarkar,9781848684362,Reference
The War of the World,Niall Ferguson,9780141013824,Reference
Institut Paul Bocuse Gastronomique,Institut Paul Bocuse,9780600634171,Reference
101 Whiskies to Try Before You Die (Revised & Updated),Ian Buxton,9781472242471,Reference
Royal Horticultural Society Desk Diary 2019,Royal Horticultural Society,9780711239487,Reference
Roman Lives,Plutarch,9780199537389,Reference
Private Eye Annual 2018,Ian Hislop,9781901784664,Reference
You Are Here,Katharine Harmon,9781568984308,Reference
"Encyclopaedia of Crystal, Gem and Metal Magic",Scott Cunningham,9780875421261,Reference
The Football Yearbook 2019-2020 in association with The Sun - Special 50th Anniversary Edition,Headline,9781472261113,Reference
Canine Body Language,Brenda Aloff,9781929242351,Reference
An Illustrated Encyclopaedia of Traditional Symbols,J. C. Cooper,9780500271254,Reference
Introducing Neuro-Linguistic Programming,Joseph O'Connor,9781855383449,Reference
Nonviolent Commun Comp Workbook,Lucy Leu,9781892005298,Reference
Blockchain Basics,Daniel Drescher,9781484226032,Reference
One Hundred Writers in One Box: Postcards from Penguin Modern Classics,,9780141197333,Reference
Imagining the Kingdom,James K. A. Smith,9780801035784,Reference
Merriam Webster's Crossword Puzzle Dictionary,Merriam-webster Inc.,9780877798194,Reference
The Divide,Jason Hickel,9781786090034,Reference
The Wit and Wisdom of Abraham Lincoln,Abraham Lincoln,9780486440972,Reference
Creative Journal Writing,Stephanie Dowrick,9781585426867,Reference
The Wild Flower Key,Francis Rose,9780723251750,Reference
Timber Press Guide to Succulent Plants of the World,Fred Dortort,9780881929959,Reference
Chaos,James Gleick,9780143113454,Reference
The Stories of English,David Crystal,9780141015934,Reference
"Caring for Your Baby and Young Child, 6th Edition",American Academy of Pediatrics,9780553393828,Reference
The Penguin Dictionary of Psychology (4th Edition),Arthur S. Reber,9780141030241,Reference
The Greek Myths (Penguin Classics Deluxe Edition),Robert Graves,9780143106715,Reference
The Rupert Annual 2019,Stuart Trotter,9781405291194,Reference
The Essential Guide to Doing Your Research Project,Zina O'Leary,9781473952089,Reference
Research Methods in Early Childhood,Penny Mukherji,9781526423719,Reference
Asian Godfathers,Joe Studwell,9781861977113,Reference
Assassin's Creed Odyssey,Tim Bogenn,9780744018936,Reference
New Oxford Style Manual,Oxford University Press,9780198767251,Reference
The Cloud Collector's Handbook,Gavin Pretor-Pinney,9780811875424,Reference
Decolonizing Research,Professor Linda Tuhiwai Smith,9781786994608,Reference
I Never Metaphor I Didn't Like,Mardy Grothe,9780061358135,Reference
Waterloo,Professor Jeremy Black,9781848312333,Reference
Case Study Research and Applications,Robert K. Yin,9781506336169,Reference
Dictionary of Classical Ballet Terminology,Rhonda Ryman,9781904386872,Reference
Hello Ruby: Journey Inside the Computer,Linda Liukas,9780143309147,Reference
The ICD-10 Classification of Mental and Behavioural Disorders: Clinical Description and Diagnostic Guidelines,World Health Organization(WHO),9789241544221,Reference
Pax Romana,Adrian Goldsworthy,9780297864288,Reference
The Princeton Companion to Mathematics,Timothy Gowers,9780691118802,Reference
The Effective Change Manager's Handbook,Richard Smith,9780749473075,Reference
The Little Book of Cocktails,Rufus Cavendish,9781849535854,Reference
The Maths Handbook,Dr. Richard Elwes,9781782069454,Reference
Oxford IB Diploma Programme: Geography Course Companion,Garrett Nagle,9780198396031,Reference
The Wicked Wit of Winston Churchill,Dominique Enright,9781854795298,Reference
The Encyclopedia of Demons and Demonology,Rosemary Ellen Guiley,9780816073153,Reference
French Vocabulary,Liliane Arnet,9781572225336,Reference
The Penguin Classics Book,Henry Eliot,9780241320853,Reference
The Funniest Thing You Never Said,Rosemarie Jarski,9780091897666,Reference
Flavor Matrix: The Art and Science of Pairing Common Ingredients to Create Extraordinary Dishes,James Briscione,9780544809963,Reference
Culpepers Herbal,Nicholas Culpeper,9781848373617,Reference
Lonely Planet Caribbean Islands,Lonely Planet,9781786576507,Reference
Nutrition Almanac,John D. Kirschmann,9780071436588,Reference
Marvel Encyclopedia New Edition,Stan Lee,9780241357552,Reference
Creating Capabilities,Martha C. Nussbaum,9780674072350,Reference
Say What You Mean,Oren J. Sofer,9781611805833,Reference
The Penguin Dictionary of Critical Theory,David Macey,9780140513691,Reference
What Smart Students Know,Adam Robinson,9780517880852,Reference
Skin in the Game,Nassim Nicholas Taleb,9780425284629,Reference
What If,Anne Bernays,9780062720061,Reference
Edgar Cayce Encyclopedia of Healing,Reba Ann Karp,9780446608411,Reference
Out of Our Minds,Felipe Fernandez-Armesto,9781786076946,Reference
World Of Robert Jordan's Wheel Of Time,Robert Jordan,9781841490267,Reference
Atlas of Improbable Places,Travis Elborough,9781781315323,Reference
Malt Whisky Yearbook 2019,Ingvar Ronde,9780957655355,Reference
Presence,Amy Cuddy,9780316256582,Reference
RHS Encyclopedia of Gardening,Christopher Brickell,9781409383949,Reference
Together Is Better,Simon Sinek,9781591847854,Reference
The Library Book,Susan Orlean,9781782392255,Reference
Jim Murray's Whisky Bible 2018,Jim Murray,9780993298622,Reference
The Oxford Dictionary of Philosophy,Simon Blackburn,9780198735304,Reference
"Question Your Thinking, Change The World",Byron Katie,9781401917302,Reference
Framed Perspective Vol. 2,Marcos Mateu-Mestre,9781624650321,Reference
The Intellectual Devotional,David Kidder,9781594865138,Reference
The Penguin Writer's Manual,Martin H. Manser,9780140514896,Reference
Secret Marvels of the World,Lonely Planet,9781786578655,Reference
Reclaiming Conversation,Sherry Turkle,9780143109792,Reference
Mars And Venus On A Date,John Gray,9780091887674,Reference
An Atlas of Countries That Don't Exist,Nick Middleton,9781447295273,Reference
"Man, the State, and War",Kenneth N. Waltz,9780231125376,Reference
On Becoming Fearless,Arianna Stassinopoulos Huffington,9780316166829,Reference
Thing Explainer,Randall Munroe,9780544668256,Reference
The Quotable Oscar Wilde,Oscar Wilde,9780762449828,Reference
The Desert Fathers,Benedicta Ward,9780140447316,Reference
War of Words,Paul David Tripp,9780875526041,Reference
Reading Engagement for Tweens and Teens,Margaret K. Merga,9781440867989,Reference
Collins Butterfly Guide,Tom Tolman,9780007279777,Reference
A Modern Herbal,Maude Grieve,9780486227986,Reference
Ability Development from Age Zero,Shinichi Suzuki,9780874875805,Reference
The Field Guide to Understanding 'Human Error',Professor Sidney Dekker,9781472439055,Reference
Skin Care and Cosmetic Ingredients Dictionary,Joseph DiNardo,9781285060798,Reference
QI: The Second Book of General Ignorance,John Lloyd,9780571323913,Reference
Pocket Guide to APA Style,Robert Perrin,9781285425917,Reference
The Concise Oxford Dictionary of English Etymology,T. F. Hoad,9780192830982,Reference
Conversationally Speaking,Alan Garner,9781565656291,Reference
The Penguin Dictionary of English Idioms,Daphne M. Gulland,9780140514810,Reference
Lost in Math,Sabine Hossenfelder,9780465094257,Reference
The Art of Power,Thich Nhat Hanh,9780061242366,Reference
The New Penguin Atlas of Medieval History,Colin McEvedy,9780140512496,Reference
Designing and Conducting Mixed Methods Research,John W. Creswell,9781506386621,Reference
"Etsy Success - How to Make a Full-Time Income Selling Jewelry, Crafts, and Other Handmade Products Online (Mogul Mom Work-at-Home Book Series)",Kathleen Donovan,9781926858036,Reference
Qualitative Data Analysis,Matthew B. Miles,9781452257877,Reference
New Oxford Rhyming Dictionary,Oxford Dictionaries,9780199674220,Reference
The Kodansha Kanji Learner's Dictionary,Jack Halpern,9781568364070,Reference
The American Ephemeris 1950-2050 at Midnight,Neil F. Michelsen,9781934976289,Reference
The Unwritten Rules of PhD Research,Marian Petre,9780335237029,Reference
Educational Research,John O'Toole,9780195518313,Reference
Dear Data,Stefanie Posavec,9781846149061,Reference
Risk Savvy,Gerd Gigerenzer,9780241954614,Reference
Techniques of the Selling Writer,Dwight V. Swain,9780806111919,Reference
Planet of Slums,Mike Davis,9781844671601,Reference
The 21st-Century Screenplay,Linda Aronson,9781742371368,Reference
How to Argue & Win Every Time,Gerry Spence,9780312144777,Reference
German Vocabulary,Inc. Barcharts,9781572226890,Reference
The Little Book of Coffee Tips,Andrew Langley,9781904573333,Reference
Writers' & Artists' Yearbook 2019,,9781472947499,Reference
Right Way to Play Bridge,Paul Mendelson,9780716021964,Reference
Technical Manual and Dictionary of Classical Ballet,Gail Grant,9781607960317,Reference
Mastering Witchcraft,Paul A Huson,9780595420063,Reference
Oxford Guide to Effective Argument and Critical Thinking,Colin Swatridge,9780199671724,Reference
New Hart's Rules,Oxford University Press,9780199570027,Reference
A Dictionary of Sociology,John Scott,9780199683581,Reference
Color Mixing Bible,Ian Sidaway,9780823007233,Reference
Letters From Burma,Aung San Suu Kyi,9780141041445,Reference
Sicily Marco Polo Map,Marco Polo,9783829767712,Reference
Reality Therapy,William Glasser,9780060904142,Reference
DSM-5 Overview,Inc. Barcharts,9781423222682,Reference
Unbored,Joshua Glenn,9781608196418,Reference
Speeches of Note,Shaun Usher,9781786331090,Reference
A Little History of the World,Ernst H. Gombrich,9780300108835,Reference
"The Lost Art of Listening, Second Edition",Michael P. Nichols,9781593859862,Reference
Lonely Planet France Planning Map,Lonely Planet,9781786579065,Reference
How to Write a Better Thesis,David Evans,9783319042855,Reference
The Oxford Dictionary of English Etymology,C. T. Onions,9780198611127,Reference
Protecting The Gift,Gavin de Becker,9780440509004,Reference
UNOFFICIAL GAME OF THRONES COOKBOOK,Alan Kistler,9781440538728,Reference
Japanese Grammar,Inc. Barcharts,9781572229129,Reference
Oxford IB Skills and Practice: Theory of Knowledge for the IB Diploma,Jill Rutherford,9780199129744,Reference
"CISSP All-in-One Exam Guide, Seventh Edition",Shon Harris,9780071849272,Reference
The Wheel of Time,Carlos Castaneda,9780743412803,Reference
Barron's SAT Subject Test: Math Level 2 with Online Tests,Richard Ku,9781438011141,Reference
Complete Flags of the World,DK,9781409353713,Reference
Ten Days to Faster Reading,Abby Marks-Beale,9780446676670,Reference
The Occult Book,John Michael Greer,9781454925774,Reference
"Whatever You Are, Be a Good One",Lisa Congdon,9781452124834,Reference
Easy Learning Italian Conversation,Collins Dictionaries,9780008111991,Reference
Kanzashi in Bloom,Diane Gilleland,9780823084814,Reference
National Geographic 125 Years,Mark Collins Jenkins,9781426209574,Reference
"Writing Your Dissertation, 3rd Edition",Derek Swetnam,9781857036626,Reference
Books That Changed History,DK,9780241289334,Reference
The Systems Thinking Playbook,Linda Booth Sweeney,9781603582582,Reference
A Christmas Cornucopia,Mark Forsyth,9780241267738,Reference
The Penguin Book of Romantic Poetry,Jonathan Wordsworth,9780140435689,Reference
Banker To The Poor,Muhammad Yunus,9781586481988,Reference
God's War on Terror,Walid Shoebat,9780977102181,Reference
Infographica,Martin Toseland,9781780877570,Reference
The Artist's Way Every Day,Julia Cameron,9781585427475,Reference
Cockpit Confidential,Patrick Smith,9781492663966,Reference
How Do You Survive on an Iceberg?,Erwin Brecher,9781780976709,Reference
Japanese Vocabulary,Inc. Barcharts,9781572229198,Reference
Street of Eternal Happiness,Rob Schmitz,9781444791082,Reference
The 22 Immutable Laws of Branding,Al Ries,9780060007737,Reference
100 Years,Joshua Prager,9780393285703,Reference
A Visual Theology Guide to the Bible,Tim Challies,9780310577966,Reference
Red Dead Redemption 2,Piggyback,9781911015550,Reference
How to Survive the End of the World as We Know It,James Wesley Rawles,9780452295834,Reference
Dance Anatomy 2nd Edition,Jacqui Greene Haas,9781492545170,Reference
The New Spaniards,John Hooper,9780141016092,Reference
The Monuments Men,Robert M Edsel,9780316240079,Reference
The Joy of X,Steven Strogatz,9781848878457,Reference
A Visual Dictionary of Architecture,Francis D. K. Ching,9780470648858,Reference
Essential Garden Design Workbook,Rosemary Alexander,9781604696615,Reference
Hugh Johnson's Pocket Wine Book 2018,Hugh Johnson,9781784722937,Reference
Yoga For Depression,Amy Weintraub,9780767914505,Reference
Wipe Clean Music Board,Hal Leonard Publishing Corporation,9781847727022,Reference
Quilling Art,Sena Runa,9781784943677,Reference
National Geographic Answer Book,Kathryn Thornton,9781426203459,Reference
The Passion Of The Western Mind,Richard Tarnas,9781845951627,Reference
Being Logical,D Q McInerny,9780812971156,Reference
Deep Simplicity,John Gribbin,9780141007229,Reference
Sciencia,Matt Tweed,9780802778994,Reference
Map Addict,Mike Parker,9780007351572,Reference
The Business Book,DK,9781465415851,Reference
Daily Prayer with the Corrymeela Community,Padraig O Tuama,9781848258686,Reference
Social Research Methods,Maggie Walter,9780195520170,Reference
"Oxford IB Diploma Programme: Sports, Exercise and Health Science Course Companion",John Sproule,9780199129690,Reference
The Gin Dictionary,David T. Smith,9781784723989,Reference
How to Write a Lot,Paul J. Silvia,9781433829734,Reference
The Gospel of John,Francis Martin,9780801036477,Reference
Guinness World Records,Craig Glenday,9781101883808,Reference
Peoplewatching,Desmond Morris,9780099429784,Reference
Gemstones,Cally Hall,9780789489852,Reference
Qualitative Inquiry and Research Design,John W. Creswell,9781506330204,Reference
Sync,Steven Strogatz,9780141007632,Reference
"The Music Road, Bk 1",Constance Starr,9780874876109,Reference
Wow!,DK,9781405322485,Reference
Illustrated Encyclopedia of Uniforms of the Napoleonic Wars,Digby Smith,9780754815716,Reference
The Almanac,Lia Leendertz,9781784725150,Reference
War Is A Racket,Smedley D. Butler,9780922915866,Reference
Phil Gordon's Little Green Book,Phil Gordon,9781416903673,Reference
The Bad-Ass Librarians of Timbuktu,Joshua Hammer,9781476777412,Reference
The Ultimate Roblox Book: An Unofficial Guide,David Jagneaux,9781507205334,Reference
The Handbook Of Japanese Verbs,Taeko Kamiya,9781568364841,Reference
The Only Book of Wiccan Spells You'll Ever Need,Marian Singer,9781440542756,Reference
Intercultural Communication,Adrian Holliday,9781138183636,Reference
Harry Potter - A History of Magic,British Library,9781526607072,Reference
Cambodia's Curse,Joel Brinkley,9781610391832,Reference
"Qualitative Research Methods, Fourth Edition",Pranee Liamputtong,9780195518559,Reference
The Annapolis Book of Seamanship,John Rousmaniere,9781451650198,Reference
Astronomy 101,Carolyn Collins Petersen,9781440563591,Reference
