,name,author,book_depository_stars,isbn,category
21700,Encyclopedia of Dog Breeds,Caroline Coile,4.5,9780764167294,Reference
21701,"So, You Think You're Clever?",John Farndon,4.0,9781848319325,Reference
21702,Physics Study Guide: Oxford Ib Diploma Programme,Tim Kirk,5.0,9780198390039,Reference
21703,Linked,Albert-Laszlo Barabasi,4.0,9780465085736,Reference
21704,The View from Flyover Country,Sarah Kendzior,4.0,9781250189998,Reference
21705,Eleventh Hour CISSP (R),Eric Conrad,4.0,9780128112489,Reference
21706,Thinking Contemporary Curating,Dr Terry Smith,3.5,9780916365868,Reference
21707,Stepping Stones,Dennis O'Driscoll,4.5,9780571242535,Reference
21708,A Dictionary of Chemistry,Richard Rennie,3.5,9780198722823,Reference
21709,"Honda C50, C70 & C90",Jeremy Churchill,4.5,9781844253753,Reference
21710,Visual Methodologies,Gillian Rose,3.0,9781473948907,Reference
21712,Infinite City,Rebecca Solnit,4.0,9780520262508,Reference
21713,Cryptocurrency,Paul Vigna,4.0,9781784700737,Reference
21714,Disney Pixar Toy Story Annual 2020,Disney Licensed Publishing,0.0,9781405294256,Reference
21715,Motorcycle Basics Manual,Haynes Publishing,4.0,9780857339980,Reference
21716,Star Trek,Ben   Riley Robinson,4.0,9781451621297,Reference
21717,What Makes a great Exhibition?,Paula Marincola,3.5,9780970834614,Reference
21718,The Complete Yurt Handbook,Paul King,4.5,9781899233083,Reference
21719,Super Mario Odyssey,Prima Games,5.0,9780744018875,Reference
21720,Writing a Romance Novel For Dummies,Leslie Wainger,4.0,9780764525544,Reference
21721,Packing My Library,Alberto Manguel,4.0,9780300219333,Reference
21722,Patterns in Nature,Philip Ball,4.0,9780226332420,Reference
21723,Peace Is Possible,Prem Rawat,4.5,9780241385449,Reference
21724,The Selfish Pig's Guide To Caring,Hugh Marriott,4.0,9780749929862,Reference
21725,The Timetables of History,Bernard Grun,4.0,9780743270038,Reference
21726,Ecofeminism,Vandana Shiva,4.0,9781780325637,Reference
21727,The Life-Changing Magic of Tidying Up,Marie Kondo,4.0,9781607747307,Religion
21728,Five Love Languages Revised Edition,Gary Chapman,4.0,9780802412706,Religion
21729,The Miracle Of Mindfulness,Thich Nhat Hanh,4.0,9781846041068,Religion
21730,Meditations,Marcus Aurelius,4.0,9780753820162,Religion
21731,Mere Christianity,C. S. Lewis,4.5,9780007461219,Religion
21732,The Art of Happiness,Dalai Lama XIV,4.0,9780340750155,Religion
21733,The Hero with a Thousand Faces,Joseph Campbell,4.0,9781577315933,Religion
21734,The Book of Joy,Dalai Lama,4.5,9781786330444,Religion
21735,Proof of Heaven,Dr. Eben Alexander,3.5,9781451695199,Religion
21736,The Shack,William P. Young,4.0,9780340979495,Religion
21737,The Qur'an,M. a. S. Abdel Haleem,4.5,9780199535958,Religion
21738,Practising The Power Of Now,Eckhart Tolle,4.5,9780340822531,Religion
21739,Heaven is for Real,Todd Burpo,4.0,9780849946158,Religion
21740,The Reason for God,Timothy Keller,4.0,9780340979334,Religion
21741,Conversations With God,Neale Donald Walsch,4.0,9780340693254,Religion
21742,The Universal Christ,Richard Rohr,4.5,9780281078622,Religion
21743,Journey of Souls,Michael Newton,4.5,9781567184853,Religion
21744,When Things Fall Apart,Pema Chodron,4.5,9780007183517,Religion
21745,Satanic Bible,Anton Szandor Lavey,3.5,9780380015399,Religion
21746,The Screwtape Letters,C. S. Lewis,4.0,9780007461240,Religion
21747,The Things You Can See Only When You Slow Down,Haemin Sunim,4.0,9780241340660,Religion
21748,The Monk Who Sold his Ferrari,Robin Sharma,4.0,9780007848423,Religion
21749,Autobiography of a Yogi,Paramahansa Yogananda,4.0,9780876120798,Religion
21750,Stillness Speaks,Eckhart Tolle,4.5,9780340829745,Religion
21751,God Is Not Great,Christopher Hitchens,4.0,9780446509459,Religion
21752,Spark Joy,Marie Kondo,4.0,9781607749721,Religion
21753,Be Here Now,Ram Dass,4.5,9780517543054,Religion
21754,The Righteous Mind,Jonathan Haidt,4.0,9780141039169,Religion
21755,The Meaning of Marriage,Timothy Keller,4.5,9781444702163,Religion
21756,The Essential Rumi Revised,Coleman Barks,4.5,9780062509598,Religion
21757,The Path Made Clear,Oprah Winfrey,4.0,9781529005424,Religion
21758,Buddha's Brain,Rick Hanson,4.0,9781572246959,Religion
21759,A Course in Miracles,Foundation for Inner Peace,4.0,9781883360269,Religion
21760,Falling Upward,Richard Rohr,4.0,9780281068913,Religion
21761,Radical Acceptance,Tara Brach,4.0,9780553380996,Religion
21762,The Bhagavad Gita,Eknath Easwaran,4.0,9781586380199,Religion
21763,Boundaries Updated and Expanded Edition,Dr. Henry Cloud,4.0,9780310351801,Religion
21764,Heroes,Stephen Fry,4.5,9780241380376,Religion
21765,Letting Go,David R. Hawkins,4.0,9781401945015,Religion
21766,The Case for Christ,Lee Strobel,4.0,9780310350033,Religion
21767,Five Love Languages of Children,Ross  Gary & Campbell Chapman,4.0,9780802412850,Religion
21768,The Autobiography of Malcolm X,Malcolm X,4.5,9780345350688,Religion
21769,One Thousand Gifts,Ann Voskamp,4.0,9780310321910,Religion
21770,Jesus Calling,Sarah Young,4.5,9781591451884,Religion
21771,The Wisdom of Insecurity,Alan W Watts,4.0,9780307741202,Religion
21772,Free Will,Sam Harris,4.0,9781451683400,Religion
21773,Wherever You Go There You are,Jon Kabat-Zinn,4.0,9781401307783,Religion
21774,Infidel,Ayaan Hirsi Ali,4.0,9781416526247,Religion
21775,The Five Love Languages,Gary D. Chapman,4.0,9781594153518,Religion
21776,Battlefield of the Mind,Joyce Meyer,4.5,9780340954225,Religion
21777,Meditations,Marcus Aurelius,4.0,9780141395869,Religion
21778,Switch On Your Brain,Dr. Caroline Leaf,4.0,9780801018398,Religion
21779,Man's Search for Meaning,Viktor E. Frankl,4.5,9780807014271,Religion
21780,"Asana, Pranayama, Mudra and Bandha",Swami Satyananda Saraswati,4.5,9788186336144,Religion
21781,The Artist's Way,Julia Cameron,4.0,9780143129257,Religion
21782,The Tibetan Book Of Living And Dying,Sogyal Rinpoche,4.0,9781846041051,Religion
21783,The Art of Happiness - 10th Anniversary Edition,Dalai Lama XIV,4.0,9780340995921,Religion
21784,The Wisdom of Sundays,Oprah Winfrey,4.5,9781509874118,Religion
21785,"Girl, Wash Your Face",Rachel Hollis,4.0,9781400201655,Religion
21786,Fear and Trembling,Sören Kierkegaard,4.0,9780141023939,Religion
21787,Have A Little Faith,Mitch Albom,4.0,9780751537512,Religion
21788,Greatest Salesman In The World,Og Mandino,4.0,9780553277579,Religion
21789,The End of Faith,Sam Harris,4.0,9780743268097,Religion
21790,Proof of Heaven,Dr. Eben Alexander,3.5,9780749958794,Religion
21791,Way of the Peaceful Warrior,Dan Millman,4.0,9781932073201,Religion
21792,21 Irrefutable Laws of Leadership,John C. Maxwell,4.0,9780785289357,Religion
21793,The Compassionate Mind,Paul Gilbert,4.0,9781849010986,Religion
21794,The God Delusion,Richard Dawkins,4.0,9781784161927,Religion
21795,Seven Spiritual Laws of Success: A Pocketbook Guide to Fulfilling Your Dreams,Deepak Chopra,4.0,9781878424716,Religion
21796,The Happiness Hypothesis,Jonathan Haidt,4.0,9780099478898,Religion
21797,Heroes,Stephen Fry,4.5,9781405940368,Religion
21798,Religion for Atheists,Alain de Botton,3.5,9780141046310,Religion
21799,Radical,David Platt,4.0,9781601422217,Religion
21800,Beyond Good and Evil,Friedrich Nietzsche,4.0,9780140449235,Religion
21801,"Seeking Allah, Finding Jesus",Nabeel Qureshi,4.5,9780310527237,Religion
21802,Love Does,Bob Goff,4.5,9781400203758,Religion
21803,Them: Adventures with Extremists,Jon Ronson,4.0,9780330375467,Religion
21804,The Prodigal God,Timothy Keller,4.5,9780340979983,Religion
21805,A Guide to the Good Life,William B. Irvine,4.0,9780195374612,Religion
21806,Wheels of Life,Anodea Judith,4.5,9780875423203,Religion
21807,Meditations,Marcus Aurelius,4.0,9780141018829,Religion
21808,Islam,Karen Armstrong,4.0,9781842125830,Religion
21809,The Prophet,Kahlil Gibran,4.0,9780099416937,Religion
21810,Prayer,Timothy Keller,4.5,9781444750171,Religion
21811,The GCHQ Puzzle Book,GCHQ,4.0,9780718185541,Religion
21812,The Total Money Makeover: Classic Edition,Dave Ramsey,4.5,9781595555274,Religion
21813,"Zen Mind, Beginner's Mind",Shunryu Suzuki,4.0,9781590308493,Religion
21814,A Return to Love,Marianne Williamson,4.5,9780060927486,Religion
21815,Knowing God,J. I. Packer,4.5,9780340863541,Religion
21816,Power of Myth,Joseph Campbell,4.5,9780385418867,Religion
21817,The Heart of the Buddha's Teaching,Thich Nhat Hanh,4.5,9780767903691,Religion
21818,Unlocking the Bible,David Pawson,4.5,9780007166664,Religion
21819,The Cost of Discipleship,Dietrich Bonhoeffer,4.5,9780684815008,Religion
21820,The Wisdom Of The Enneagram,Russ Hudson,4.0,9780553378207,Religion
21821,"No Mud, No Lotus",Thich Nhat Hanh,4.5,9781937006853,Religion
21822,The Four Loves,C. S. Lewis,4.0,9780007461226,Religion
21823,Heroes,Stephen Fry,4.5,9780241380369,Religion
21824,The Problem of Pain,C. S. Lewis,4.0,9780007461264,Religion
21825,Tilda's Christmas Ideas,Tone Finnanger,4.5,9780715338650,Religion
21826,Waking Up,Sam Harris,4.0,9781784160029,Religion
21827,Mindfulness in Plain English,Henepola Gunaratana,4.0,9780861719068,Religion
21828,The Way of Zen,Alan Watts,4.0,9780375705106,Religion
21829,Peace Is Every Step,Thich Nhat Hanh,4.5,9780712674065,Religion
21831,Insight Yoga,Sarah Powers,4.5,9781590305980,Religion
21832,"Wherever You Go, There You Are",Jon Kabat-Zinn,4.0,9780749925482,Religion
21833,A Brief History of the Druids,Peter Berresford Ellis,4.0,9781841194684,Religion
21834,A Pilgrim's Guide to the Camino De Santiago,John Brierley,4.5,9781912216055,Religion
21835,God Is Not Great,Christopher Hitchens,4.0,9781843545743,Religion
21836,Emotionally Healthy Spirituality,Peter Scazzero,4.5,9780310348498,Religion
21837,The Great Divorce,C. S. Lewis,4.5,9780007461233,Religion
21838,Captivating Revised and Updated,John Eldredge,4.0,9781400200382,Religion
21839,The Purpose Driven Life,Rick Warren,4.0,9780762416844,Religion
21840,Yoga Nidra,Swami Satyananda Saraswati,4.5,9788185787121,Religion
21841,Mythology,Edith Hamilton,4.0,9780446574754,Religion
21842,The Road Less Travelled,M. Scott Peck,4.0,9780099727408,Religion
21843,The Language Of Letting Go,Melody Beattie,4.5,9780894866371,Religion
21844,Buddhism for Mothers,Sarah Napthali,4.0,9781742377018,Religion
21845,The Divine Dance,Richard Rohr,4.5,9780281078158,Religion
21846,Boundaries,Dr. Henry Cloud,4.0,9780762421022,Religion
21847,A Brief History of Ireland,Richard Killeen,3.5,9781849014397,Religion
21848,How to Love,Thich Nhat Hanh,4.5,9781937006884,Religion
21849,Wild at Heart Revised and Updated,John Eldredge,4.0,9781400200399,Religion
21850,Wicca,Harmony Nice,4.0,9781409181453,Religion
21851,Zealot,Reza Aslan,4.0,9781908906298,Religion
21852,Quiet the Mind,Matthew Johnstone,4.5,9781780331188,Religion
21853,True Love,Thich Nhat Hanh,4.5,9781590304044,Religion
21854,A Return to Love,Marianne Williamson,4.5,9780722532997,Religion
21855,"His Needs, Her Needs",Willard F. Harley,4.0,9780857210777,Religion
21856,Awareness,Anthony de Mello,4.5,9780385249379,Religion
21857,The Purpose Driven Life,Rick Warren,4.0,9780310337508,Religion
21858,Keep Your Love on,Danny Silk,4.5,9781942306061,Religion
21859,Things I Wish I'D Known Before We Got Married,Gary D. Chapman,4.0,9780802481832,Religion
21860,The Way of Wisdom,Timothy Keller,4.5,9781473647558,Religion
21861,Mythology,Edith Hamilton,4.0,9780316438520,Religion
21862,A History of Christianity,Diarmaid MacCulloch,4.0,9780141021898,Religion
21863,"Everybody, Always",Bob Goff,4.5,9780718078133,Religion
21864,The Mind Illuminated,Culadasa,4.5,9781781808207,Religion
21865,Let Your Life Speak,Parker J. Palmer,4.0,9780787947354,Religion
21866,Sacred Traveler Oracle Cards,Denise Linn,4.5,9781401951580,Religion
21867,A Grief Observed,C. S. Lewis,4.0,9780571290680,Religion
21868,The Monk Who Sold his Ferrari,Robin Sharma,4.0,9780007179732,Religion
21869,"The Minimalist Home: A Room-By-Room Guide to a Decluttered, Refocused Life",Joshua Becker,3.5,9781601427991,Religion
21870,Crazy Love,Francis Chan,4.0,9781434705945,Religion
21871,Shepherding A Child's Heart,Dr Tedd Tripp,4.0,9780966378603,Religion
21872,It's Not Supposed To Be This Way,Lysa TerKeurst,4.5,9781400210978,Religion
21873,The Freedom Writers Diary,Erin Gruwell,4.0,9780385494229,Religion
21874,The Little Book Of Buddhism,Dalai Lama,4.0,9780712602402,Religion
21875,No God but One: Allah or Jesus?,Nabeel Qureshi,4.5,9780310522553,Religion
21876,The Wave,Todd Strasser,3.5,9780440993711,Religion
21877,To Bless the Space Between Us,John O'Donohue,4.5,9780385522274,Religion
21878,Conversations with God - Book 2,Neale Donald Walsch,4.0,9780340765449,Religion
21879,Celebration of Discipline,Richard Foster,4.0,9780340979266,Religion
21880,World Mythology in Bite-sized Chunks,Mark Daniels,3.0,9781782435754,Religion
21881,Wicca,Scott Cunningham,4.0,9780875421186,Religion
21882,Mere Christianity,C. S. Lewis,4.5,9780060652920,Religion
21883,The Holy Qur'an,Abdullah Yusuf Ali,4.5,9781853267826,Religion
21884,Return Of The Prodigal Son,Henri Nouwen,4.5,9780385473071,Religion
21885,The Complete Buddhism for Mothers,Sarah Napthali,4.5,9781742374499,Religion
21886,In Love with the World,Yongey Mingyur Rinpoche,4.0,9781509899326,Religion
21887,A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,3.5,9781846149696,Religion
21888,Waking Up,Sam Harris,4.0,9781451636024,Religion
21889,God is Good for You,Greg Sheridan,4.0,9781760632601,Religion
21890,The Shack,William P. Young,4.0,9780964729230,Religion
21891,The Places That Scare You,Pema Chodron,4.5,9780007183500,Religion
21892,How to Read the Bible for All Its Worth,Gordon D. Fee,4.0,9780310517825,Religion
21893,Interior Castle,Of Avila Saint Teresa,4.0,9780486461458,Religion
21894,The Portable Atheist,Christopher Hitchens,4.0,9780306816086,Religion
21895,Guided Mindfulness Meditation,Jon Kabat-Zinn,0.0,9781591793595,Religion
21896,Jesus Through Middle Eastern Eyes,Kenneth Bailey,4.5,9780281059751,Religion
21897,Boundaries with Kids,Dr. Henry Cloud,4.5,9780310243151,Religion
21898,Immortal Diamond,Richard Rohr,4.5,9780281070176,Religion
21899,In the Buddha's Words,Bhikkhu Bodhi,4.5,9780861714919,Religion
21900,Awareness,Anthony de Mello,4.5,9780006275190,Religion
21901,The Right Side of History,Ben Shapiro,4.0,9780062857903,Religion
21902,The Holy Bible: Authorized King James Version,Tbd,4.5,9780007103072,Religion
21903,The Imitation of Christ,Thomas A. Kempis,4.0,9780486431857,Religion
21904,Canticle For Leibowitz,Walter Miller,4.0,9780553273816,Religion
21905,Present Over Perfect,Shauna Niequist,4.0,9780310346715,Religion
21906,Dark Night of the Soul,St. John of the Cross,4.0,9780486426938,Religion
21907,Under The Banner of Heaven,Jon Krakauer,4.0,9780330419123,Religion
21908,The Valley of Vision,Arthur Bennett,4.5,9780851518213,Religion
21909,Life Without Limits,Nick Vujicic,4.0,9780307589743,Religion
21910,The Seven Storey Mountain,Thomas Merton,4.0,9780156010863,Religion
21911,The History of Philosophy,A. C. Grayling,4.5,9780241304556,Religion
21912,Tao Te Ching,Lao Tsu,4.5,9780679724346,Religion
21913,Awakening Shakti,Sally Kempton,4.5,9781604078916,Religion
21914,Being and Time,Martin Heidegger,4.0,9780061575594,Religion
21915,Journey to the Heart,Melody Beattie,4.5,9780062511218,Religion
21916,A History of the Bible,John Barton,4.0,9780241003916,Religion
21917,Diary of Saint Maria Faustina Kowalska,Saint Maria Faustina Kowalska,4.5,9781596141100,Religion
21918,The Road Back to You,Ian Morgan Cron,4.5,9780830846191,Religion
21919,The Naked Now,Richard Rohr,4.5,9780824525439,Religion
21920,Supernatural Childbirth,Jackie Mize,4.0,9780892747566,Religion
21921,The Upanishads,Eknath Easwaran,4.0,9781586380212,Religion
21922,Equal,Katia Adams,5.0,9780830780655,Religion
21923,Start Where You Are,Pema Chodron,4.5,9780007190621,Religion
21924,Light on the Yoga Sutras of Patanjali,B. K. S. Iyengar,4.5,9780007145164,Religion
21925,Inspired,Rachel Held Evans,4.5,9780718022310,Religion
21926,Wounded Healer Pbk,Henri Nouwen,4.5,9780385148030,Religion
21927,The Benedict Option,Rod Dreher,3.5,9780735213302,Religion
21928,Sheet Music,Kevin Leman,4.0,9780842360241,Religion
21929,The Tree of Yoga,B. K. S. Iyengar,4.0,9780007921270,Religion
21930,Uninvited,Lysa TerKeurst,4.0,9781400205875,Religion
21931,Last Breath,Karin Slaughter,4.0,9780062792365,Religion
21932,A Brief History of the Crusades,Geoffrey Hindley,3.5,9781841197661,Religion
